protein_a	protein_b	combined_score
CD2	CD4	0.996
CD2	CD40	0.517
CD2	CD40LG	0.877
CD2	CD44	0.71
CD2	CD5	0.994
CD2	CD52	0.871
CD2	CD68	0.53
CD2	CD69	0.891
CD2	CD79A	0.744
CD2	CD79B	0.56
CD2	CD80	0.903
CD2	CD83	0.558
CD2	CD86	0.832
CD2	CD8A	0.998
CD2	CR2	0.678
CD2	CSF1R	0.521
CD2	CSF2	0.445
CD2	CTLA4	0.825
CD2	CXCL10	0.4
CD2	CXCL13	0.696
CD2	CXCL9	0.703
CD2	CXCR3	0.693
CD2	CXCR4	0.673
CD2	CXCR5	0.485
CD2	CXCR6	0.613
CD2	FAS	0.591
CD2	FASLG	0.616
CD2	FCGR1A	0.638
CD2	FCGR2A	0.445
CD2	FCGR2B	0.478
CD2	FCGR3A	0.922
CD2	FCGR3B	0.902
CD2	FOXP3	0.613
CD2	GZMA	0.923
CD2	GZMB	0.874
CD2	HAVCR2	0.554
CD2	ICAM1	0.992
CD2	ICOS	0.88
CD2	IFNA1	0.431
CD2	IFNG	0.723
CD2	IL10	0.535
CD2	IL10RA	0.563
CD2	IL15	0.518
CD2	IL17A	0.434
CD2	IL1B	0.45
CD2	IL2	0.729
CD2	IL2RA	0.769
CD2	IL2RB	0.824
CD2	IL2RG	0.789
CD2	IL3RA	0.767
CD2	IL4	0.553
CD2	IL4R	0.433
CD2	IL6	0.602
CD2	IL7	0.487
CD2	IL7R	0.775
CD2	IRF4	0.489
CD2	IRF8	0.412
CD2	ITGA4	0.675
CD2	ITGAE	0.4
CD2	ITGAL	0.925
CD2	ITGAM	0.666
CD2	ITGAX	0.778
CD2	ITGB1	0.609
CD2	ITGB2	0.836
CD2	KLRB1	0.918
CD2	KLRG1	0.489
CD2	KLRK1	0.682
CD2	LAG3	0.624
CD2	LCK	0.986
CD2	MPO	0.604
CD2	MS4A1	0.525
CD2	NCAM1	0.921
CD2	PDCD1	0.515
CD2	PECAM1	0.508
CD2	POU2AF1	0.424
CD2	PRF1	0.838
CD2	PTPRC	0.872
CD2	SCARB1	0.653
CD2	SDC1	0.48
CD2	SELL	0.801
CD2	SELP	0.413
CD2	SPN	0.817
CD2	STAT1	0.413
CD2	STAT4	0.637
CD2	TBX21	0.725
CD2	TLR2	0.447
CD2	TNF	0.582
CD2	TNFRSF18	0.58
CD2	TNFRSF4	0.464
CD2	TNFRSF9	0.441
CD2	TNFSF13B	0.431
CD2	TYROBP	0.505
CD2	VCAM1	0.613
CD22	CD27	0.678
CD22	CD274	0.468
CD22	CD276	0.44
CD22	CD28	0.612
CD22	CD33	0.437
CD22	CD34	0.675
CD22	CD38	0.787
CD22	CD4	0.836
CD22	CD40	0.652
CD22	CD40LG	0.727
CD22	CD44	0.578
CD22	CD5	0.903
CD22	CD52	0.698
CD22	CD68	0.413
CD22	CD69	0.726
CD22	CD79A	0.985
CD22	CD79B	0.96
CD22	CD80	0.69
CD22	CD83	0.42
CD22	CD86	0.653
CD22	CD8A	0.659
CD22	CR2	0.894
CD22	CSF1R	0.407
CD22	CTLA4	0.688
CD22	CX3CR1	0.575
CD22	CXCL13	0.592
CD22	CXCL9	0.671
CD22	CXCR4	0.499
CD22	CXCR5	0.717
CD22	FAS	0.416
CD22	FCGR2A	0.607
CD22	FCGR2B	0.511
CD22	FCGR3A	0.726
CD22	FCGR3B	0.714
CD22	GZMB	0.416
CD22	HAVCR2	0.441
CD22	ICAM1	0.419
CD22	ICOS	0.429
CD22	IFNG	0.497
CD22	IL10	0.488
CD22	IL15	0.448
CD22	IL2	0.524
CD22	IL21R	0.461
CD22	IL3RA	0.679
CD22	IL4	0.423
CD22	IL6	0.488
CD22	IL7	0.406
CD22	IRF4	0.473
CD22	ITGA4	0.567
CD22	ITGAE	0.607
CD22	ITGAL	0.613
CD22	ITGAM	0.743
CD22	ITGAX	0.762
CD22	KLRK1	0.409
CD22	LAG3	0.428
CD22	LCK	0.464
CD22	MPO	0.541
CD22	MS4A1	0.928
CD22	PDCD1	0.405
CD22	POU2AF1	0.691
CD22	PRDM1	0.544
CD22	PTPRC	0.999
CD22	SDC1	0.62
CD22	SELL	0.511
CD22	SPN	0.704
CD22	TLR7	0.422
CD22	TLR9	0.44
CD22	TNF	0.598
CD22	TNFRSF13B	0.57
CD22	TNFRSF4	0.43
CD22	TNFRSF9	0.628
CD22	TNFSF13B	0.624
CD22	TREM2	0.528
CD22	TYROBP	0.432
CD27	CD274	0.676
CD27	CD276	0.798
CD27	CD28	0.898
CD27	CD33	0.524
CD27	CD34	0.522
CD27	CD38	0.908
CD27	CD3E	0.787
CD27	CD4	0.931
CD27	CD40	0.921
CD27	CD40LG	0.934
CD27	CD44	0.665
CD27	CD5	0.908
CD27	CD52	0.695
CD27	CD69	0.866
CD27	CD79A	0.877
CD27	CD79B	0.601
CD27	CD80	0.989
CD27	CD83	0.489
CD27	CD86	0.992
CD27	CD8A	0.937
CD27	CR2	0.905
CD27	CRP	0.43
CD27	CSF1	0.428
CD27	CSF1R	0.438
CD27	CSF2	0.548
CD27	CTLA4	0.781
CD27	CX3CR1	0.519
CD27	CXCL10	0.683
CD27	CXCL12	0.408
CD27	CXCL13	0.608
CD27	CXCL8	0.445
CD27	CXCL9	0.509
CD27	CXCR3	0.863
CD27	CXCR4	0.747
CD27	CXCR5	0.804
CD27	CXCR6	0.628
CD27	FAS	0.804
CD27	FASLG	0.619
CD27	FCGR2A	0.548
CD27	FCGR2B	0.621
CD27	FCGR3A	0.801
CD27	FCGR3B	0.782
CD27	FOXP3	0.746
CD27	GZMA	0.694
CD27	GZMB	0.785
CD27	HAVCR2	0.735
CD27	HLA-DRB1	0.435
CD27	ICAM1	0.433
CD27	ICOS	0.833
CD27	IDO1	0.578
CD27	IFNA1	0.527
CD27	IFNG	0.86
CD27	IL10	0.711
CD27	IL10RA	0.504
CD27	IL12RB1	0.402
CD27	IL13	0.506
CD27	IL15	0.696
CD27	IL17A	0.662
CD27	IL18	0.532
CD27	IL1A	0.608
CD27	IL1B	0.527
CD27	IL2	0.844
CD27	IL21	0.688
CD27	IL21R	0.732
CD27	IL22	0.505
CD27	IL2RA	0.738
CD27	IL2RB	0.829
CD27	IL2RG	0.616
CD27	IL3RA	0.603
CD27	IL4	0.746
CD27	IL5	0.506
CD27	IL6	0.61
CD27	IL6R	0.43
CD27	IL7	0.666
CD27	IL7R	0.854
CD27	IRF4	0.607
CD27	IRF8	0.427
CD27	ITGA4	0.613
CD27	ITGAE	0.607
CD27	ITGAL	0.643
CD27	ITGAM	0.738
CD27	ITGAX	0.702
CD27	ITGB2	0.65
CD27	KLRB1	0.712
CD27	KLRG1	0.828
CD27	KLRK1	0.802
CD27	LAG3	0.775
CD27	LCK	0.81
CD27	LOC102723996	0.963
CD27	LTA	0.489
CD27	MS4A1	0.648
CD27	MYD88	0.413
CD27	NCAM1	0.77
CD27	NFKB1	0.431
CD27	PDCD1	0.692
CD27	PDCD1LG2	0.599
CD27	PECAM1	0.531
CD27	POU2AF1	0.679
CD27	PRDM1	0.628
CD27	PRF1	0.767
CD27	PTPRC	0.804
CD27	RORC	0.437
CD27	S1PR1	0.459
CD27	SDC1	0.726
CD27	SELL	0.828
CD27	SPN	0.813
CD27	STAT1	0.497
CD27	STAT3	0.462
CD27	STAT4	0.476
CD27	TBX21	0.773
CD27	TGFB1	0.413
CD27	THY1	0.431
CD27	TLR2	0.444
CD27	TLR4	0.438
CD27	TLR7	0.515
CD27	TLR9	0.629
CD27	TNF	0.725
CD27	TNFRSF13B	0.684
CD27	TNFRSF18	0.87
CD27	TNFRSF1A	0.715
CD27	TNFRSF1B	0.628
CD27	TNFRSF4	0.934
CD27	TNFRSF9	0.916
CD27	TNFSF13B	0.719
CD27	TNFSF4	0.986
CD27	TYROBP	0.417
CD274	CD28	0.997
CD274	CD33	0.634
CD274	CD34	0.583
CD274	CD38	0.642
CD274	CD3E	0.808
CD274	CD4	0.938
CD274	CD40	0.857
CD274	CD40LG	0.675
CD274	CD44	0.684
CD274	CD5	0.48
CD274	CD52	0.445
CD274	CD68	0.823
CD274	CD69	0.69
CD274	CD80	0.999
CD274	CD83	0.623
CD274	CD86	0.972
CD274	CD8A	0.939
CD274	CR2	0.4
CD274	CRP	0.506
CD274	CSF1	0.654
CD274	CSF1R	0.671
CD274	CSF2	0.748
CD274	CSF3	0.605
CD274	CSPG4	0.57
CD274	CTLA4	0.999
CD274	CX3CR1	0.484
CD274	CXCL1	0.607
CD274	CXCL10	0.777
CD274	CXCL11	0.63
CD274	CXCL12	0.757
CD274	CXCL13	0.565
CD274	CXCL2	0.519
CD274	CXCL8	0.687
CD274	CXCL9	0.761
CD274	CXCR2	0.708
CD274	CXCR3	0.627
CD274	CXCR4	0.752
CD274	CXCR5	0.573
CD274	CXCR6	0.453
CD274	FAS	0.762
CD274	FASLG	0.889
CD274	FCGR1A	0.712
CD274	FCGR2A	0.549
CD274	FCGR2B	0.711
CD274	FCGR3A	0.878
CD274	FCGR3B	0.879
CD274	FGF2	0.457
CD274	FOXP3	0.912
CD274	GZMA	0.615
CD274	GZMB	0.784
CD274	HAVCR2	0.998
CD274	HIF1A	0.669
CD274	HLA-DRB1	0.682
CD274	ICAM1	0.757
CD274	ICOS	0.995
CD274	IDO1	0.902
CD274	IDO2	0.776
CD274	IFNA1	0.7
CD274	IFNA2	0.524
CD274	IFNB1	0.62
CD274	IFNG	0.899
CD274	IGHV3-43D	0.903
CD274	IL10	0.877
CD274	IL10RA	0.712
CD274	IL13	0.618
CD274	IL15	0.717
CD274	IL17A	0.704
CD274	IL18	0.572
CD274	IL1A	0.63
CD274	IL1B	0.735
CD274	IL2	0.854
CD274	IL22	0.487
CD274	IL2RA	0.661
CD274	IL2RB	0.49
CD274	IL2RG	0.441
CD274	IL33	0.475
CD274	IL3RA	0.541
CD274	IL4	0.718
CD274	IL4R	0.494
CD274	IL5	0.507
CD274	IL6	0.799
CD274	IL6R	0.452
CD274	IL7	0.619
CD274	IL7R	0.625
CD274	IRF4	0.509
CD274	IRF8	0.432
CD274	ITGAE	0.644
CD274	ITGAM	0.731
CD274	ITGAX	0.724
CD274	KLRB1	0.603
CD274	KLRG1	0.507
CD274	KLRK1	0.671
CD274	LAG3	0.976
CD274	LCK	0.715
CD274	LOC102723996	0.801
CD274	LTA	0.408
CD274	MMP9	0.595
CD274	MOG	0.404
CD274	MRC1	0.627
CD274	MTOR	0.711
CD274	MYD88	0.544
CD274	NCAM1	0.658
CD274	NFKB1	0.605
CD274	NOTCH1	0.478
CD274	PDCD1	0.999
CD274	PDCD1LG2	0.996
CD274	PDGFRA	0.483
CD274	PECAM1	0.515
CD274	PRDM1	0.491
CD274	PRF1	0.719
CD274	PTGS2	0.558
CD274	PTPRC	0.752
CD274	PXDNL	0.522
CD274	SDC1	0.66
CD274	SELL	0.634
CD274	SLC2A1	0.474
CD274	STAT1	0.776
CD274	STAT3	0.992
CD274	STAT4	0.458
CD274	STAT6	0.714
CD274	TBX21	0.635
CD274	TGFB1	0.781
CD274	THY1	0.48
CD274	TLR2	0.572
CD274	TLR4	0.654
CD274	TLR7	0.752
CD274	TLR9	0.591
CD274	TNF	0.807
CD274	TNFRSF18	0.802
CD274	TNFRSF1A	0.464
CD274	TNFRSF4	0.86
CD274	TNFRSF9	0.899
CD274	TNFSF13B	0.459
CD274	TNFSF4	0.79
CD274	VCAM1	0.675
CD276	CD28	0.998
CD276	CD33	0.446
CD276	CD34	0.4
CD276	CD38	0.486
CD276	CD4	0.877
CD276	CD40	0.802
CD276	CD40LG	0.935
CD276	CD44	0.528
CD276	CD5	0.4
CD276	CD68	0.607
CD276	CD69	0.623
CD276	CD80	0.987
CD276	CD83	0.643
CD276	CD86	0.988
CD276	CD8A	0.873
CD276	CSF1	0.423
CD276	CSF1R	0.4
CD276	CSF2	0.688
CD276	CSF3	0.401
CD276	CTLA4	0.985
CD276	CXCL10	0.63
CD276	CXCL12	0.435
CD276	CXCL8	0.483
CD276	CXCL9	0.482
CD276	CXCR3	0.505
CD276	CXCR4	0.474
CD276	CXCR5	0.507
CD276	FAS	0.435
CD276	FASLG	0.512
CD276	FCGR1A	0.451
CD276	FCGR2A	0.438
CD276	FCGR2B	0.455
CD276	FCGR3A	0.591
CD276	FCGR3B	0.582
CD276	FOXP3	0.729
CD276	GZMB	0.607
CD276	HAVCR2	0.736
CD276	ICAM1	0.594
CD276	ICOS	0.889
CD276	IDO1	0.677
CD276	IDO2	0.596
CD276	IFNA1	0.58
CD276	IFNB1	0.478
CD276	IFNG	0.78
CD276	IL10	0.734
CD276	IL13	0.6
CD276	IL15	0.587
CD276	IL17A	0.633
CD276	IL18	0.476
CD276	IL1A	0.542
CD276	IL1B	0.597
CD276	IL2	0.828
CD276	IL22	0.453
CD276	IL23R	0.466
CD276	IL2RA	0.465
CD276	IL3RA	0.433
CD276	IL4	0.814
CD276	IL5	0.553
CD276	IL6	0.666
CD276	IL7	0.506
CD276	IL7R	0.507
CD276	IL9	0.411
CD276	ITGAE	0.702
CD276	ITGAM	0.625
CD276	ITGAX	0.7
CD276	KLRG1	0.423
CD276	KLRK1	0.583
CD276	LAG3	0.734
CD276	LCK	0.466
CD276	LOC102723996	0.873
CD276	MRC1	0.453
CD276	MYD88	0.49
CD276	NFKB1	0.48
CD276	PDCD1	0.784
CD276	PDCD1LG2	0.556
CD276	PRF1	0.595
CD276	PTPRC	0.739
CD276	SELL	0.588
CD276	STAT1	0.499
CD276	STAT3	0.534
CD276	TBX21	0.686
CD276	TGFB1	0.499
CD276	TLR2	0.549
CD276	TLR4	0.597
CD276	TLR7	0.524
CD276	TLR9	0.576
CD276	TNF	0.745
CD276	TNFRSF18	0.655
CD276	TNFRSF1A	0.479
CD276	TNFRSF4	0.871
CD276	TNFRSF9	0.924
CD276	TNFSF13B	0.434
CD276	TNFSF4	0.813
CD28	CD33	0.62
CD28	CD34	0.541
CD28	CD38	0.856
CD28	CD3E	0.828
CD28	CD4	0.971
CD28	CD40	0.997
CD28	CD40LG	0.998
CD28	CD44	0.801
CD28	CD5	0.839
CD28	CD52	0.58
CD28	CD68	0.418
CD28	CD69	0.865
CD28	CD79A	0.441
CD28	CD80	0.999
CD28	CD83	0.724
CD28	CD86	0.999
CD28	CD8A	0.961
CD28	CR2	0.5
CD28	CRP	0.478
CD28	CSF1	0.452
CD28	CSF2	0.821
CD28	CSF3	0.45
CD28	CTLA4	0.991
CD28	CX3CR1	0.488
CD28	CXCL10	0.611
CD28	CXCL11	0.408
CD28	CXCL12	0.46
CD28	CXCL13	0.51
CD28	CXCL8	0.593
CD28	CXCL9	0.553
CD28	CXCR3	0.803
CD28	CXCR4	0.599
CD28	CXCR5	0.704
CD28	CXCR6	0.467
CD28	FAS	0.73
CD28	FASLG	0.685
CD28	FCGR1A	0.58
CD28	FCGR2A	0.712
CD28	FCGR2B	0.711
CD28	FCGR3A	0.824
CD28	FCGR3B	0.828
CD28	FOXP3	0.935
CD28	GZMA	0.629
CD28	GZMB	0.792
CD28	HAVCR2	0.812
CD28	HIF1A	0.433
CD28	HLA-DRB1	0.463
CD28	ICAM1	0.977
CD28	ICOS	0.979
CD28	IDO1	0.713
CD28	IDO2	0.623
CD28	IFNA1	0.605
CD28	IFNB1	0.515
CD28	IFNG	0.954
CD28	IL10	0.922
CD28	IL10RA	0.638
CD28	IL12RB1	0.517
CD28	IL12RB2	0.465
CD28	IL13	0.768
CD28	IL15	0.842
CD28	IL17A	0.867
CD28	IL17F	0.589
CD28	IL18	0.609
CD28	IL1A	0.8
CD28	IL1B	0.808
CD28	IL1R1	0.568
CD28	IL2	0.965
CD28	IL21	0.478
CD28	IL21R	0.599
CD28	IL22	0.615
CD28	IL23R	0.645
CD28	IL2RA	0.846
CD28	IL2RB	0.777
CD28	IL2RG	0.597
CD28	IL3	0.437
CD28	IL33	0.419
CD28	IL3RA	0.571
CD28	IL4	0.896
CD28	IL4R	0.418
CD28	IL5	0.776
CD28	IL6	0.79
CD28	IL6R	0.456
CD28	IL7	0.774
CD28	IL7R	0.814
CD28	IL9	0.518
CD28	IRF4	0.657
CD28	ITGA4	0.801
CD28	ITGAE	0.622
CD28	ITGAL	0.626
CD28	ITGAM	0.67
CD28	ITGAX	0.677
CD28	ITGB2	0.683
CD28	KLRB1	0.659
CD28	KLRG1	0.694
CD28	KLRK1	0.822
CD28	LAG3	0.826
CD28	LCK	0.998
CD28	LOC102723996	0.999
CD28	LTA	0.46
CD28	MOG	0.542
CD28	MTOR	0.513
CD28	MYD88	0.418
CD28	NCAM1	0.745
CD28	NFKB1	0.704
CD28	PDCD1	0.936
CD28	PDCD1LG2	0.976
CD28	PECAM1	0.496
CD28	PRDM1	0.598
CD28	PRF1	0.791
CD28	PTPRC	0.8
CD28	PXDNL	0.47
CD28	RORC	0.569
CD28	S1PR1	0.417
CD28	SDC1	0.507
CD28	SELL	0.83
CD28	SLC2A1	0.47
CD28	SPN	0.48
CD28	STAT1	0.584
CD28	STAT3	0.616
CD28	STAT4	0.623
CD28	STAT6	0.48
CD28	TBX21	0.826
CD28	TGFB1	0.625
CD28	THY1	0.473
CD28	TLR2	0.48
CD28	TLR4	0.54
CD28	TLR7	0.529
CD28	TLR9	0.516
CD28	TNF	0.875
CD28	TNFRSF13B	0.4
CD28	TNFRSF18	0.738
CD28	TNFRSF1A	0.668
CD28	TNFRSF1B	0.422
CD28	TNFRSF4	0.934
CD28	TNFRSF9	0.93
CD28	TNFSF13B	0.515
CD28	TNFSF4	0.981
CD28	TYROBP	0.4
CD28	VCAM1	0.442
CD33	CD34	0.951
CD33	CD36	0.732
CD33	CD38	0.823
CD33	CD3E	0.513
CD33	CD4	0.869
CD33	CD40	0.516
CD33	CD40LG	0.444
CD33	CD44	0.53
CD33	CD5	0.751
CD33	CD52	0.619
CD33	CD68	0.714
CD33	CD69	0.483
CD33	CD79A	0.61
CD33	CD79B	0.455
CD33	CD80	0.625
CD33	CD83	0.497
CD33	CD86	0.633
CD33	CD8A	0.72
CD33	CSF1	0.473
CD33	CSF1R	0.615
CD33	CSF2	0.643
CD33	CSF3	0.628
CD33	CTLA4	0.584
CD33	CX3CR1	0.561
CD33	CXCL12	0.426
CD33	CXCL8	0.439
CD33	CXCR2	0.497
CD33	CXCR4	0.541
CD33	CYBB	0.416
CD33	FCGR1A	0.747
CD33	FCGR2A	0.572
CD33	FCGR2B	0.524
CD33	FCGR3A	0.974
CD33	FCGR3B	0.96
CD33	FOXP3	0.573
CD33	GZMB	0.513
CD33	HAVCR2	0.738
CD33	HLA-DRB1	0.457
CD33	ICAM1	0.47
CD33	IDO1	0.508
CD33	IFNG	0.61
CD33	IL10	0.595
CD33	IL12RB1	0.497
CD33	IL15	0.807
CD33	IL1B	0.541
CD33	IL2	0.737
CD33	IL2RG	0.415
CD33	IL3	0.596
CD33	IL3RA	0.819
CD33	IL4	0.483
CD33	IL4R	0.505
CD33	IL6	0.606
CD33	IL7	0.435
CD33	IL7R	0.655
CD33	IRF8	0.444
CD33	ITGA4	0.434
CD33	ITGAE	0.404
CD33	ITGAL	0.515
CD33	ITGAM	0.85
CD33	ITGAX	0.711
CD33	ITGB2	0.469
CD33	KLRK1	0.568
CD33	LAG3	0.483
CD33	LCK	0.418
CD33	LTA	0.479
CD33	MPO	0.751
CD33	MRC1	0.494
CD33	MS4A1	0.415
CD33	NCAM1	0.865
CD33	PDCD1	0.46
CD33	PDCD1LG2	0.419
CD33	PECAM1	0.511
CD33	PRF1	0.469
CD33	PTPRC	0.819
CD33	SCARB1	0.702
CD33	SDC1	0.506
CD33	SELE	0.649
CD33	SELL	0.694
CD33	SPN	0.618
CD33	STAT3	0.471
CD33	TGFB1	0.58
CD33	THY1	0.579
CD33	TLR2	0.449
CD33	TLR4	0.675
CD33	TLR7	0.426
CD33	TNF	0.568
CD33	TNFRSF4	0.416
CD33	TNFRSF9	0.669
CD33	TNFSF13B	0.507
CD33	TREM2	0.954
CD33	TYROBP	0.897
CD34	CD36	0.739
CD34	CD38	0.964
CD34	CD3E	0.544
CD34	CD4	0.886
CD34	CD40	0.601
CD34	CD40LG	0.481
CD34	CD44	0.912
CD34	CD5	0.731
CD34	CD52	0.456
CD34	CD68	0.801
CD34	CD69	0.48
CD34	CD79A	0.769
CD34	CD80	0.654
CD34	CD83	0.611
CD34	CD86	0.659
CD34	CD8A	0.874
CD34	CLDN5	0.509
CD34	CR2	0.59
CD34	CRP	0.506
CD34	CSF1	0.574
CD34	CSF1R	0.746
CD34	CSF2	0.772
CD34	CSF3	0.94
CD34	CTLA4	0.447
CD34	CX3CR1	0.433
CD34	CXCL1	0.418
CD34	CXCL10	0.456
CD34	CXCL12	0.856
CD34	CXCL8	0.591
CD34	CXCL9	0.429
CD34	CXCR2	0.447
CD34	CXCR3	0.409
CD34	CXCR4	0.815
CD34	FAS	0.437
CD34	FASLG	0.637
CD34	FCGR1A	0.758
CD34	FCGR2A	0.569
CD34	FCGR2B	0.581
CD34	FCGR3A	0.816
CD34	FCGR3B	0.803
CD34	FGF2	0.76
CD34	FOXP3	0.585
CD34	GFAP	0.747
CD34	GZMB	0.491
CD34	HAVCR2	0.422
CD34	HIF1A	0.641
CD34	ICAM1	0.844
CD34	IDO1	0.566
CD34	IDO2	0.49
CD34	IFNA1	0.554
CD34	IFNA2	0.435
CD34	IFNG	0.695
CD34	IL10	0.718
CD34	IL13	0.481
CD34	IL15	0.608
CD34	IL17A	0.514
CD34	IL18	0.418
CD34	IL1A	0.585
CD34	IL1B	0.672
CD34	IL2	0.63
CD34	IL2RA	0.42
CD34	IL2RG	0.614
CD34	IL3	0.904
CD34	IL33	0.663
CD34	IL3RA	0.785
CD34	IL4	0.615
CD34	IL5	0.507
CD34	IL6	0.83
CD34	IL7	0.639
CD34	IL7R	0.68
CD34	IRF8	0.424
CD34	ITGA4	0.629
CD34	ITGAE	0.446
CD34	ITGAL	0.719
CD34	ITGAM	0.872
CD34	ITGAX	0.718
CD34	ITGB1	0.887
CD34	ITGB2	0.543
CD34	KLRB1	0.433
CD34	KLRK1	0.48
CD34	LCK	0.686
CD34	MMP9	0.71
CD34	MPO	0.735
CD34	MRC1	0.469
CD34	MTOR	0.42
CD34	NCAM1	0.821
CD34	NFKB1	0.454
CD34	NOTCH1	0.613
CD34	OLIG2	0.428
CD34	PDCD1LG2	0.432
CD34	PDGFRA	0.744
CD34	PECAM1	0.94
CD34	PRF1	0.477
CD34	PTGS2	0.635
CD34	PTPRC	0.919
CD34	PXDNL	0.693
CD34	SCARB1	0.714
CD34	SDC1	0.584
CD34	SELE	0.953
CD34	SELL	0.999
CD34	SELP	0.832
CD34	SLC2A1	0.44
CD34	SOX10	0.587
CD34	SPN	0.811
CD34	STAT1	0.443
CD34	STAT3	0.614
CD34	STAT6	0.604
CD34	TGFB1	0.787
CD34	THY1	0.915
CD34	TJP1	0.545
CD34	TLR2	0.447
CD34	TLR4	0.519
CD34	TNF	0.712
CD34	TNFRSF9	0.412
CD34	VCAM1	0.896
CD34	VWF	0.849
CD36	CD38	0.517
CD36	CD3E	0.459
CD36	CD4	0.612
CD36	CD40	0.707
CD36	CD40LG	0.631
CD36	CD44	0.714
CD36	CD68	0.797
CD36	CD80	0.516
CD36	CD86	0.588
CD36	CD8A	0.737
CD36	CRP	0.474
CD36	CSF1	0.483
CD36	CSF1R	0.583
CD36	CSF2	0.483
CD36	CX3CR1	0.524
CD36	CXCL10	0.441
CD36	CXCL11	0.568
CD36	CXCL12	0.433
CD36	CXCL8	0.512
CD36	CXCR3	0.446
CD36	CXCR4	0.432
CD36	CYBB	0.552
CD36	FCGR1A	0.71
CD36	FCGR2A	0.564
CD36	FCGR2B	0.564
CD36	FCGR3A	0.928
CD36	FCGR3B	0.923
CD36	FOXP3	0.407
CD36	GFAP	0.462
CD36	HAVCR2	0.489
CD36	HIF1A	0.52
CD36	HMGCR	0.596
CD36	HMOX1	0.472
CD36	ICAM1	0.806
CD36	IFNG	0.607
CD36	IL10	0.649
CD36	IL13	0.855
CD36	IL15	0.434
CD36	IL17A	0.429
CD36	IL18	0.483
CD36	IL1A	0.518
CD36	IL1B	0.727
CD36	IL3	0.415
CD36	IL3RA	0.614
CD36	IL4	0.888
CD36	IL6	0.73
CD36	IRF8	0.499
CD36	ITGA4	0.576
CD36	ITGAL	0.413
CD36	ITGAM	0.805
CD36	ITGAX	0.629
CD36	ITGB1	0.864
CD36	ITGB2	0.809
CD36	MMP9	0.578
CD36	MPO	0.502
CD36	MRC1	0.687
CD36	MS4A1	0.435
CD36	MTOR	0.416
CD36	MYD88	0.646
CD36	NCAM1	0.716
CD36	NFE2L2	0.453
CD36	NFKB1	0.693
CD36	NLRP3	0.544
CD36	PECAM1	0.851
CD36	PPARGC1A	0.843
CD36	PTGS2	0.484
CD36	PTPRC	0.77
CD36	PXDNL	0.534
CD36	SELE	0.724
CD36	SELL	0.401
CD36	SELP	0.861
CD36	SIRT1	0.678
CD36	SLC2A1	0.517
CD36	STAT1	0.441
CD36	STAT3	0.508
CD36	STAT6	0.442
CD36	TFAM	0.4
CD36	TGFB1	0.54
CD36	THY1	0.446
CD36	TLR2	0.998
CD36	TLR4	0.998
CD36	TLR7	0.472
CD36	TLR9	0.447
CD36	TNF	0.711
CD36	TREM2	0.521
CD36	TXN	0.872
CD36	TYROBP	0.454
CD36	VCAM1	0.771
CD36	VWF	0.803
CD38	CD3E	0.7
CD38	CD4	0.932
CD38	CD40	0.714
CD38	CD40LG	0.77
CD38	CD44	0.782
CD38	CD5	0.892
CD38	CD52	0.6
CD38	CD68	0.528
CD38	CD69	0.815
CD38	CD79A	0.825
CD38	CD79B	0.619
CD38	CD80	0.799
CD38	CD83	0.565
CD38	CD86	0.862
CD38	CD8A	0.884
CD38	CR2	0.794
CD38	CRP	0.507
CD38	CSF2	0.582
CD38	CSF3	0.792
CD38	CTLA4	0.785
CD38	CX3CR1	0.446
CD38	CXCL10	0.596
CD38	CXCL11	0.405
CD38	CXCL12	0.657
CD38	CXCL13	0.682
CD38	CXCL8	0.484
CD38	CXCL9	0.513
CD38	CXCR3	0.651
CD38	CXCR4	0.786
CD38	CXCR5	0.855
CD38	CXCR6	0.442
CD38	FAS	0.707
CD38	FASLG	0.494
CD38	FCGR1A	0.76
CD38	FCGR2A	0.527
CD38	FCGR2B	0.687
CD38	FCGR3A	0.861
CD38	FCGR3B	0.801
CD38	FOXP3	0.682
CD38	GZMA	0.503
CD38	GZMB	0.786
CD38	HAVCR2	0.664
CD38	ICAM1	0.541
CD38	ICOS	0.694
CD38	IDO1	0.576
CD38	IFNA1	0.545
CD38	IFNB1	0.406
CD38	IFNG	0.779
CD38	IGHV3-43D	0.9
CD38	IL10	0.692
CD38	IL13	0.446
CD38	IL15	0.573
CD38	IL17A	0.591
CD38	IL18	0.455
CD38	IL1A	0.416
CD38	IL1B	0.58
CD38	IL2	0.691
CD38	IL21	0.652
CD38	IL21R	0.683
CD38	IL2RA	0.511
CD38	IL2RB	0.486
CD38	IL2RG	0.524
CD38	IL3	0.602
CD38	IL3RA	0.792
CD38	IL4	0.627
CD38	IL5	0.441
CD38	IL6	0.788
CD38	IL6R	0.439
CD38	IL7	0.599
CD38	IL7R	0.718
CD38	IL9	0.557
CD38	IRF4	0.797
CD38	IRF8	0.444
CD38	ITGA4	0.802
CD38	ITGAE	0.583
CD38	ITGAL	0.714
CD38	ITGAM	0.808
CD38	ITGAX	0.686
CD38	ITGB1	0.475
CD38	ITGB2	0.455
CD38	KLRB1	0.616
CD38	KLRG1	0.477
CD38	KLRK1	0.555
CD38	LAG3	0.68
CD38	LCK	0.638
CD38	MPO	0.582
CD38	MRC1	0.428
CD38	MS4A1	0.642
CD38	MYD88	0.433
CD38	NCAM1	0.818
