protein_a	protein_b	combined_score
BCL2	EIF2AK3	0.729
BCL2	ERN1	0.781
BCL2	FADD	0.745
BCL2	FIS1	0.775
BCL2	FOS	0.784
BCL2	FOXO1	0.7
BCL2	FOXO3	0.73
BCL2	FUNDC1	0.671
BCL2	GAPDH	0.876
BCL2	GCLC	0.62
BCL2	GDNF	0.506
BCL2	GFAP	0.538
BCL2	GPX2	0.73
BCL2	GPX3	0.725
BCL2	GPX4	0.464
BCL2	GPX5	0.726
BCL2	GPX6	0.726
BCL2	GPX7	0.731
BCL2	GPX8	0.734
BCL2	GSK3B	0.731
BCL2	GSR	0.549
BCL2	HDAC6	0.479
BCL2	HIF1A	0.946
BCL2	HMGB1	0.602
BCL2	HMOX1	0.856
BCL2	HSP90AA1	0.929
BCL2	HSP90AB1	0.775
BCL2	HSPA1B	0.613
BCL2	HSPA4	0.899
BCL2	HSPA5	0.738
BCL2	HSPA8	0.679
BCL2	HSPA9	0.588
BCL2	HSPB1	0.597
BCL2	HSPB2	0.581
BCL2	HSPB3	0.988
BCL2	HTRA2	0.719
BCL2	HTT	0.441
BCL2	ICAM1	0.618
BCL2	IFNG	0.795
BCL2	IL10	0.718
BCL2	IL18	0.552
BCL2	IL1A	0.625
BCL2	IL1B	0.808
BCL2	IL4	0.607
BCL2	IL6	0.868
BCL2	INS	0.721
BCL2	ITPR1	0.996
BCL2	JUN	0.927
BCL2	KEAP1	0.92
BCL2	LAMP1	0.434
BCL2	LAMP2	0.404
BCL2	LGALS3	0.915
BCL2	LRRK2	0.497
BCL2	MAOA	0.562
BCL2	MAOB	0.455
BCL2	MAP1A	0.623
BCL2	MAP1B	0.588
BCL2	MAP1LC3A	0.63
BCL2	MAP1LC3B	0.73
BCL2	MAP1S	0.597
BCL2	MAP3K5	0.755
BCL2	MAPK3	0.985
BCL2	MAPK8	0.979
BCL2	MAPT	0.413
BCL2	MCL1	0.764
BCL2	MFN1	0.764
BCL2	MFN2	0.948
BCL2	MMP9	0.804
BCL2	MPO	0.583
BCL2	MTOR	0.765
BCL2	NFE2L2	0.687
BCL2	NFKB1	0.818
BCL2	NFKBIA	0.73
BCL2	NGF	0.623
BCL2	NLRP3	0.516
BCL2	NOS1	0.616
BCL2	NOX1	0.442
BCL2	NOX4	0.574
BCL2	NQO1	0.611
BCL2	NR4A2	0.583
BCL2	NTRK2	0.52
BCL2	OPA1	0.643
BCL2	PARK7	0.415
BCL2	PIK3C3	0.976
BCL2	PINK1	0.636
BCL2	PPARA	0.649
BCL2	PPARG	0.649
BCL2	PPARGC1A	0.744
BCL2	PPIF	0.961
BCL2	PRKCA	0.695
BCL2	PRKN	0.705
BCL2	PRNP	0.69
BCL2	PSEN1	0.804
BCL2	PSEN2	0.499
BCL2	PTEN	0.815
BCL2	PTGS2	0.745
BCL2	PXDN	0.844
BCL2	PXDNL	0.844
BCL2	RBFOX3	0.524
BCL2	RET	0.44
BCL2	RIPK1	0.563
BCL2	RIPK3	0.513
BCL2	SDHB	0.61
BCL2	SIRT1	0.744
BCL2	SIRT3	0.523
BCL2	SNCA	0.527
BCL2	SOD1	0.998
BCL2	SOD2	0.633
BCL2	SOD2-2	0.632
BCL2	SQSTM1	0.812
BCL2	SRC	0.86
BCL2	STAT3	0.959
BCL2	STUB1	0.416
BCL2	SYP	0.522
BCL2	TFAM	0.639
BCL2	TFEB	0.428
BCL2	TFRC	0.457
BCL2	TGFB1	0.689
BCL2	TH	0.504
BCL2	TLR2	0.632
BCL2	TLR4	0.724
BCL2	TNF	0.885
BCL2	TOMM20	0.757
BCL2	TP53	0.999
BCL2	TRAF2	0.503
BCL2	TRAF6	0.695
BCL2	TXN	0.618
BCL2	UCP2	0.478
BCL2	VDAC1	0.998
BCL2	VDAC2	0.911
BCL2	XBP1	0.666
BCL2	XDH	0.494
BCL2L1	BDNF	0.512
BCL2L1	BECN1	0.999
BCL2L1	BECN2	0.992
BCL2L1	BNIP3	0.998
BCL2L1	BNIP3L	0.951
BCL2L1	CALM3	0.429
BCL2L1	CALML5	0.412
BCL2L1	CASP1	0.728
BCL2L1	CASP3	0.95
BCL2L1	CASP8	0.933
BCL2L1	CASP9	0.992
BCL2L1	CCL2	0.457
BCL2L1	COX4I1	0.555
BCL2L1	CREB1	0.525
BCL2L1	CTNNB1	0.766
BCL2L1	CTSB	0.938
BCL2L1	CTSD	0.934
BCL2L1	CTSS	0.936
BCL2L1	CYCS	0.998
BCL2L1	DDIT3	0.52
BCL2L1	DNM1L	0.919
BCL2L1	EGFR	0.847
BCL2L1	EIF2AK3	0.587
BCL2L1	ERN1	0.522
BCL2L1	FADD	0.739
BCL2L1	FIS1	0.753
BCL2L1	FOS	0.681
BCL2L1	FOXO1	0.519
BCL2L1	FOXO3	0.629
BCL2L1	GAPDH	0.752
BCL2L1	GPX2	0.481
BCL2L1	GPX3	0.475
BCL2L1	GPX5	0.479
BCL2L1	GPX6	0.477
BCL2L1	GPX7	0.499
BCL2L1	GPX8	0.498
BCL2L1	GSK3B	0.828
BCL2L1	HDAC6	0.417
BCL2L1	HIF1A	0.674
BCL2L1	HMOX1	0.594
BCL2L1	HSP90AA1	0.727
BCL2L1	HSP90AB1	0.603
BCL2L1	HSPA4	0.73
BCL2L1	HSPA5	0.571
BCL2L1	HSPB1	0.54
BCL2L1	HSPB2	0.449
BCL2L1	HSPB3	0.45
BCL2L1	HTRA2	0.609
BCL2L1	ICAM1	0.482
BCL2L1	IFNG	0.609
BCL2L1	IL10	0.581
BCL2L1	IL18	0.406
BCL2L1	IL1A	0.556
BCL2L1	IL1B	0.764
BCL2L1	IL4	0.513
BCL2L1	IL6	0.809
BCL2L1	INS	0.544
BCL2L1	ITPR1	0.856
BCL2L1	JUN	0.706
BCL2L1	KEAP1	0.671
BCL2L1	MAP1A	0.419
BCL2L1	MAP1LC3A	0.447
BCL2L1	MAP1LC3B	0.557
BCL2L1	MAP3K5	0.543
BCL2L1	MAPK3	0.701
BCL2L1	MAPK8	0.986
BCL2L1	MCL1	0.989
BCL2L1	MFN1	0.828
BCL2L1	MFN2	0.959
BCL2L1	MMP9	0.649
BCL2L1	MTOR	0.813
BCL2L1	NFE2L2	0.484
BCL2L1	NFKB1	0.67
BCL2L1	NFKBIA	0.772
BCL2L1	NGF	0.445
BCL2L1	NQO1	0.412
BCL2L1	PARK7	0.97
BCL2L1	PIK3C3	0.771
BCL2L1	PINK1	0.986
BCL2L1	PPARG	0.505
BCL2L1	PPIF	0.51
BCL2L1	PRKCA	0.418
BCL2L1	PRKN	0.777
BCL2L1	PSEN1	0.624
BCL2L1	PTEN	0.669
BCL2L1	PTGS2	0.627
BCL2L1	PXDN	0.688
BCL2L1	PXDNL	0.684
BCL2L1	RIPK1	0.499
BCL2L1	RIPK3	0.413
BCL2L1	SDHB	0.468
BCL2L1	SIRT1	0.548
BCL2L1	SNCA	0.706
BCL2L1	SOD2	0.679
BCL2L1	SOD2-2	0.676
BCL2L1	SQSTM1	0.485
BCL2L1	SRC	0.673
BCL2L1	STAT3	0.949
BCL2L1	TFAM	0.571
BCL2L1	TGFB1	0.521
BCL2L1	TLR2	0.585
BCL2L1	TLR4	0.455
BCL2L1	TNF	0.878
BCL2L1	TP53	0.999
BCL2L1	TRAF6	0.423
BCL2L1	TXN	0.453
BCL2L1	VDAC1	0.998
BCL2L1	VDAC2	0.713
BCL2L1	VPS35	0.464
BCL2L1	XBP1	0.484
BDNF	C9orf72	0.41
BDNF	CALB1	0.616
BDNF	CALM3	0.746
BDNF	CALML5	0.748
BDNF	CASP1	0.457
BDNF	CASP3	0.72
BDNF	CASP9	0.435
BDNF	CCL2	0.597
BDNF	CD68	0.434
BDNF	CDK5	0.847
BDNF	CHAT	0.697
BDNF	COMT	0.919
BDNF	CREB1	0.956
BDNF	CTNNB1	0.556
BDNF	CYCS	0.593
BDNF	DBH	0.48
BDNF	DDC	0.429
BDNF	DLG4	0.786
BDNF	DRD1	0.795
BDNF	DRD2	0.79
BDNF	EGFR	0.877
BDNF	EIF2AK3	0.479
BDNF	FOS	0.748
BDNF	GAPDH	0.709
BDNF	GDNF	0.963
BDNF	GFAP	0.804
BDNF	GPX2	0.522
BDNF	GPX3	0.525
BDNF	GPX5	0.532
BDNF	GPX6	0.531
BDNF	GPX7	0.53
BDNF	GPX8	0.551
BDNF	GRIN2B	0.931
BDNF	GSK3B	0.672
BDNF	GSR	0.418
BDNF	HIF1A	0.521
BDNF	HMGB1	0.423
BDNF	HMOX1	0.627
BDNF	HSPA4	0.65
BDNF	HTT	0.823
BDNF	ICAM1	0.621
BDNF	IFNG	0.604
BDNF	IL10	0.695
BDNF	IL18	0.482
BDNF	IL1A	0.645
BDNF	IL1B	0.844
BDNF	IL4	0.589
BDNF	IL6	0.846
BDNF	INS	0.75
BDNF	ITPR1	0.569
BDNF	JUN	0.644
BDNF	MAOA	0.741
BDNF	MAOB	0.708
BDNF	MAP1B	0.416
BDNF	MAP2	0.713
BDNF	MAPK3	0.942
BDNF	MAPT	0.651
BDNF	MBP	0.683
BDNF	MMP9	0.74
BDNF	MPO	0.473
BDNF	MTOR	0.652
BDNF	NEFL	0.535
BDNF	NFE2L2	0.494
BDNF	NFKB1	0.54
BDNF	NFKBIA	0.4
BDNF	NGF	0.698
BDNF	NOS1	0.511
BDNF	NR4A2	0.58
BDNF	NTRK2	0.999
BDNF	PARK7	0.438
BDNF	PINK1	0.418
BDNF	PPARA	0.439
BDNF	PPARG	0.561
BDNF	PPARGC1A	0.589
BDNF	PRKN	0.423
BDNF	PSEN1	0.686
BDNF	PSEN2	0.517
BDNF	PTEN	0.625
BDNF	PTGS2	0.654
BDNF	PXDN	0.773
BDNF	PXDNL	0.766
BDNF	RBFOX3	0.769
BDNF	RET	0.741
BDNF	S100B	0.786
BDNF	SIRT1	0.652
BDNF	SLC18A2	0.518
BDNF	SLC1A2	0.619
BDNF	SLC6A3	0.697
BDNF	SNCA	0.798
BDNF	SOD1	0.587
BDNF	SRC	0.688
BDNF	STAT3	0.685
BDNF	SYN1	0.772
BDNF	SYP	0.833
BDNF	TAC1	0.84
BDNF	TARDBP	0.5
BDNF	TFAM	0.411
BDNF	TGFB1	0.57
BDNF	TH	0.837
BDNF	TLR2	0.615
BDNF	TLR4	0.593
BDNF	TNF	0.739
BDNF	TP53	0.52
BDNF	TREM2	0.471
BDNF	TXN	0.576
BDNF	UCHL1	0.478
BECN1	BECN2	0.972
BECN1	BNIP3	0.953
BECN1	BNIP3L	0.873
BECN1	CALM3	0.454
BECN1	CALML5	0.446
BECN1	CASP1	0.613
BECN1	CASP3	0.925
BECN1	CASP8	0.914
BECN1	CASP9	0.928
BECN1	COX4I1	0.481
BECN1	CREB1	0.413
BECN1	CTNNB1	0.547
BECN1	CTSB	0.613
BECN1	CTSD	0.647
BECN1	CTSS	0.502
BECN1	CYBB	0.457
BECN1	CYCS	0.778
BECN1	DDIT3	0.543
BECN1	DNM1L	0.75
BECN1	EGFR	0.837
BECN1	EIF2AK3	0.596
BECN1	ERN1	0.619
BECN1	FADD	0.513
BECN1	FIS1	0.587
BECN1	FOXO1	0.6
BECN1	FOXO3	0.691
BECN1	FUNDC1	0.637
BECN1	GAPDH	0.757
BECN1	GCLC	0.433
BECN1	GFAP	0.444
BECN1	GPX2	0.449
BECN1	GPX3	0.444
BECN1	GPX4	0.465
BECN1	GPX5	0.444
BECN1	GPX6	0.444
BECN1	GPX7	0.458
BECN1	GPX8	0.448
BECN1	GSK3B	0.554
BECN1	HDAC6	0.536
BECN1	HIF1A	0.632
BECN1	HMGB1	0.999
BECN1	HMOX1	0.58
BECN1	HSP90AA1	0.793
BECN1	HSP90AB1	0.719
BECN1	HSPA1B	0.456
BECN1	HSPA4	0.885
BECN1	HSPA5	0.765
BECN1	HSPA8	0.549
BECN1	HSPA9	0.618
BECN1	HSPB1	0.52
BECN1	HTT	0.979
BECN1	IFNG	0.476
BECN1	IL10	0.485
BECN1	IL18	0.532
BECN1	IL1B	0.65
BECN1	IL6	0.609
BECN1	INS	0.563
BECN1	ITPR1	0.998
BECN1	JUN	0.725
BECN1	KEAP1	0.535
BECN1	LAMP1	0.852
BECN1	LAMP2	0.796
BECN1	MAP1A	0.946
BECN1	MAP1B	0.924
BECN1	MAP1LC3A	0.964
BECN1	MAP1LC3B	0.972
BECN1	MAP1S	0.91
BECN1	MAP3K5	0.421
BECN1	MAPK3	0.6
BECN1	MAPK8	0.769
BECN1	MCL1	0.998
BECN1	MFN1	0.613
BECN1	MFN2	0.669
BECN1	MMP9	0.473
BECN1	MTOR	0.891
BECN1	NCOA4	0.42
BECN1	NFE2L2	0.568
BECN1	NFKB1	0.504
BECN1	NFKBIA	0.445
BECN1	NLRP3	0.718
BECN1	OPTN	0.583
BECN1	PARK7	0.442
BECN1	PIK3C3	0.999
BECN1	PINK1	0.996
BECN1	PPARG	0.451
BECN1	PPARGC1A	0.577
BECN1	PRKN	0.989
BECN1	PRNP	0.519
BECN1	PSEN1	0.487
BECN1	PTEN	0.639
BECN1	PTGS2	0.435
BECN1	PXDN	0.738
BECN1	PXDNL	0.734
BECN1	PYCARD	0.455
BECN1	RIPK1	0.472
BECN1	RIPK3	0.434
BECN1	S100B	0.623
BECN1	SIRT1	0.7
BECN1	SIRT3	0.681
BECN1	SNCA	0.585
BECN1	SOD1	0.655
BECN1	SOD2	0.467
BECN1	SOD2-2	0.463
BECN1	SQSTM1	0.958
BECN1	SRC	0.466
BECN1	STAT3	0.803
BECN1	TFAM	0.453
BECN1	TFEB	0.787
BECN1	TGFB1	0.448
BECN1	TLR2	0.619
BECN1	TLR4	0.574
BECN1	TNF	0.602
BECN1	TOMM20	0.562
BECN1	TP53	0.939
BECN1	TRAF2	0.995
BECN1	TRAF6	0.982
BECN1	VDAC1	0.588
BECN1	VDAC2	0.616
BECN1	VPS35	0.841
BECN1	XBP1	0.59
BECN2	BNIP3	0.714
BECN2	CASP3	0.602
BECN2	CYCS	0.455
BECN2	GAPDH	0.401
BECN2	HMGB1	0.958
BECN2	HTT	0.913
BECN2	ITPR1	0.908
BECN2	LAMP1	0.477
BECN2	LAMP2	0.507
BECN2	MAP1A	0.663
BECN2	MAP1B	0.576
BECN2	MAP1LC3A	0.598
BECN2	MAP1LC3B	0.664
BECN2	MAP1S	0.607
BECN2	MCL1	0.557
BECN2	MTOR	0.53
BECN2	PIK3C3	0.999
BECN2	PINK1	0.943
BECN2	PRKN	0.63
BECN2	PXDN	0.418
BECN2	PXDNL	0.418
BECN2	SQSTM1	0.615
BECN2	TFEB	0.556
BNIP3	BNIP3L	0.967
BNIP3	CALB1	0.427
BNIP3	CASP3	0.644
BNIP3	CASP8	0.472
BNIP3	CASP9	0.578
BNIP3	COX4I1	0.524
BNIP3	CTSB	0.413
BNIP3	CTSS	0.414
BNIP3	CYCS	0.647
BNIP3	DNM1L	0.635
BNIP3	FIS1	0.673
BNIP3	FOXO1	0.572
BNIP3	FOXO3	0.708
BNIP3	FUNDC1	0.951
BNIP3	GAPDH	0.519
BNIP3	HIF1A	0.895
BNIP3	HMOX1	0.401
BNIP3	HSPB3	0.685
BNIP3	HTRA2	0.543
BNIP3	IL1B	0.53
BNIP3	JUN	0.4
BNIP3	LAMP1	0.462
BNIP3	LAMP2	0.649
BNIP3	MAP1A	0.935
BNIP3	MAP1B	0.674
BNIP3	MAP1LC3A	0.877
BNIP3	MAP1LC3B	0.943
BNIP3	MAP1S	0.698
BNIP3	MAPK3	0.566
BNIP3	MCL1	0.795
BNIP3	MFN1	0.675
BNIP3	MFN2	0.687
BNIP3	MTOR	0.584
BNIP3	OPA1	0.639
BNIP3	OPTN	0.611
BNIP3	PIK3C3	0.657
BNIP3	PINK1	0.89
BNIP3	PPARGC1A	0.616
BNIP3	PPIF	0.667
BNIP3	PRKN	0.798
BNIP3	PTEN	0.54
BNIP3	PXDN	0.431
BNIP3	PXDNL	0.414
BNIP3	SDHB	0.465
BNIP3	SIRT1	0.596
BNIP3	SIRT3	0.509
BNIP3	SOD2	0.532
BNIP3	SOD2-2	0.526
BNIP3	SQSTM1	0.862
BNIP3	TFAM	0.572
BNIP3	TFEB	0.537
BNIP3	TOMM20	0.616
BNIP3	TP53	0.582
BNIP3	VDAC1	0.924
BNIP3L	CASP3	0.496
BNIP3L	COX4I1	0.4
BNIP3L	CYCS	0.528
BNIP3L	DNM1L	0.613
BNIP3L	FIS1	0.656
BNIP3L	FOXO3	0.629
BNIP3L	FUNDC1	0.966
BNIP3L	HDAC6	0.469
BNIP3L	HIF1A	0.659
BNIP3L	HSPA4	0.502
BNIP3L	HSPA8	0.554
BNIP3L	HSPB3	0.51
BNIP3L	HTRA2	0.44
BNIP3L	LAMP2	0.403
BNIP3L	MAP1A	0.94
BNIP3L	MAP1B	0.66
BNIP3L	MAP1LC3A	0.851
BNIP3L	MAP1LC3B	0.937
BNIP3L	MAP1S	0.678
BNIP3L	MCL1	0.46
BNIP3L	MFN1	0.631
BNIP3L	MFN2	0.656
BNIP3L	MTOR	0.447
BNIP3L	OPA1	0.485
BNIP3L	OPTN	0.81
BNIP3L	PIK3C3	0.626
BNIP3L	PINK1	0.876
BNIP3L	PPARGC1A	0.519
BNIP3L	PRKN	0.752
BNIP3L	PTEN	0.46
BNIP3L	SIRT1	0.493
BNIP3L	SIRT3	0.448
BNIP3L	SNCA	0.434
BNIP3L	SQSTM1	0.854
BNIP3L	STUB1	0.432
BNIP3L	TFAM	0.437
BNIP3L	TFEB	0.463
BNIP3L	TOMM20	0.599
BNIP3L	TP53	0.855
BNIP3L	VDAC1	0.533
C9orf72	GBA	0.434
C9orf72	GDNF	0.417
C9orf72	GRN	0.887
C9orf72	HSPA8	0.518
C9orf72	HTT	0.666
C9orf72	LRRK2	0.588
C9orf72	MAP1LC3B	0.509
C9orf72	MAPT	0.851
C9orf72	NEFL	0.596
C9orf72	OPTN	0.774
C9orf72	PARK7	0.447
C9orf72	PINK1	0.48
C9orf72	PRKN	0.518
C9orf72	PRNP	0.532
C9orf72	PSEN1	0.646
C9orf72	PSEN2	0.633
C9orf72	RAB10	0.518
C9orf72	RAB29	0.786
C9orf72	SLC1A2	0.446
C9orf72	SNCA	0.668
C9orf72	SOD1	0.897
C9orf72	SQSTM1	0.82
C9orf72	TARDBP	0.943
C9orf72	TNF	0.499
C9orf72	TREM2	0.559
C9orf72	VCP	0.856
CACNA1D	CALB1	0.596
CACNA1D	CALM3	0.99
CACNA1D	CALML5	0.99
CACNA1D	INS	0.934
CACNA1D	ITPR1	0.753
CACNA1D	MAP2	0.456
CACNA1D	NOS1	0.918
CACNA1D	PRKCA	0.917
CACNA1D	PRNP	0.905
CALB1	CALM3	0.593
CALB1	CALML5	0.586
CALB1	CASP3	0.81
CALB1	CHAT	0.728
CALB1	DDC	0.45
CALB1	DLG4	0.551
CALB1	FOS	0.542
CALB1	GAPDH	0.504
CALB1	GDNF	0.447
CALB1	GFAP	0.765
CALB1	GRIN2B	0.418
CALB1	HTT	0.402
CALB1	ITPR1	0.665
CALB1	MAP2	0.576
CALB1	MBP	0.467
CALB1	NEFL	0.477
CALB1	NOS1	0.486
CALB1	NR4A2	0.413
CALB1	NTRK2	0.479
CALB1	PRKCA	0.619
CALB1	PXDN	0.512
CALB1	PXDNL	0.512
CALB1	RBFOX3	0.805
CALB1	S100B	0.757
CALB1	SLC18A2	0.446
CALB1	SLC6A3	0.505
CALB1	SNCA	0.499
CALB1	SYN1	0.546
CALB1	SYP	0.755
CALB1	TAC1	0.681
CALB1	TH	0.778
CALM3	CALML5	0.996
CALM3	CASP3	0.518
CALM3	CDK5	0.739
CALM3	CREB1	0.891
CALM3	CTNNB1	0.528
CALM3	CYBB	0.573
CALM3	CYCS	0.649
CALM3	DLG4	0.989
CALM3	DNM1L	0.573
CALM3	DRD2	0.756
CALM3	EGFR	0.859
CALM3	FOS	0.672
CALM3	GAPDH	0.684
CALM3	GPX2	0.411
CALM3	GPX3	0.409
CALM3	GPX5	0.412
CALM3	GPX6	0.411
CALM3	GPX7	0.426
CALM3	GPX8	0.426
CALM3	GRIN2B	0.91
CALM3	GSK3B	0.812
CALM3	HDAC6	0.475
CALM3	HIF1A	0.446
CALM3	HSP90AA1	0.996
CALM3	HSP90AB1	0.995
CALM3	HSPA1B	0.551
CALM3	HSPA4	0.694
CALM3	HSPA5	0.637
CALM3	HSPA8	0.723
CALM3	HSPA9	0.583
CALM3	HTT	0.469
CALM3	ICAM1	0.405
CALM3	IFNG	0.446
CALM3	IL1B	0.516
CALM3	IL6	0.482
CALM3	INS	0.77
CALM3	ITPR1	0.983
CALM3	JUN	0.582
CALM3	LRRK2	0.471
CALM3	MAP2	0.679
CALM3	MAPK3	0.673
CALM3	MAPK8	0.411
CALM3	MAPT	0.838
CALM3	MBP	0.988
CALM3	MTOR	0.714
CALM3	NFKB1	0.652
CALM3	NFKBIA	0.6
CALM3	NGF	0.868
CALM3	NOS1	0.999
CALM3	NOX1	0.537
CALM3	NOX4	0.543
CALM3	NTRK2	0.708
CALM3	PIK3C3	0.978
CALM3	PLA2G6	0.659
CALM3	PPARA	0.595
CALM3	PPARG	0.423
CALM3	PPARGC1A	0.434
CALM3	PRKCA	0.73
CALM3	PRKN	0.553
CALM3	PTEN	0.451
CALM3	PTGS2	0.411
CALM3	PXDN	0.586
CALM3	PXDNL	0.586
CALM3	RIPK3	0.549
CALM3	S100B	0.658
CALM3	SIRT1	0.429
CALM3	SLC6A3	0.565
CALM3	SNCA	0.995
CALM3	SNCAIP	0.486
CALM3	SRC	0.858
CALM3	STAT3	0.607
CALM3	SYN1	0.835
CALM3	SYP	0.662
CALM3	TAC1	0.791
CALM3	TFAM	0.418
CALM3	TH	0.42
CALM3	TLR4	0.412
CALM3	TNF	0.82
CALM3	TP53	0.508
CALM3	TXN	0.539
CALM3	UCHL1	0.52
CALM3	VCP	0.464
CALM3	VDAC1	0.471
CALM3	VDAC2	0.416
CALM3	XDH	0.418
CALML5	CASP3	0.518
CALML5	CDK5	0.567
CALML5	CREB1	0.89
CALML5	CTNNB1	0.627
CALML5	CTSD	0.534
CALML5	CYBB	0.573
CALML5	CYCS	0.649
CALML5	DLG4	0.891
CALML5	DNM1L	0.417
CALML5	EGFR	0.81
CALML5	FOS	0.654
CALML5	GAPDH	0.67
CALML5	GPX2	0.408
CALML5	GPX3	0.403
CALML5	GPX5	0.407
CALML5	GPX6	0.406
CALML5	GPX7	0.421
CALML5	GPX8	0.422
CALML5	GRIN2B	0.927
CALML5	GSK3B	0.781
CALML5	HDAC6	0.473
CALML5	HIF1A	0.444
CALML5	HSP90AA1	0.996
CALML5	HSP90AB1	0.995
CALML5	HSPA4	0.719
CALML5	HSPA5	0.426
CALML5	HSPA8	0.664
CALML5	HTT	0.633
CALML5	IFNG	0.445
CALML5	IL1B	0.514
CALML5	IL6	0.478
CALML5	INS	0.764
CALML5	ITPR1	0.983
CALML5	JUN	0.581
CALML5	LRRK2	0.458
CALML5	MAP2	0.681
CALML5	MAPK3	0.648
CALML5	MAPK8	0.403
CALML5	MAPT	0.706
CALML5	MBP	0.987
CALML5	MTOR	0.706
CALML5	NFKB1	0.645
CALML5	NFKBIA	0.414
CALML5	NGF	0.865
CALML5	NOS1	0.999
CALML5	NOX1	0.536
CALML5	NOX4	0.544
CALML5	NTRK2	0.667
CALML5	PIK3C3	0.976
CALML5	PLA2G6	0.787
CALML5	PPARA	0.578
CALML5	PPARG	0.416
CALML5	PPARGC1A	0.432
CALML5	PRKCA	0.719
CALML5	PRKN	0.547
CALML5	PTEN	0.434
CALML5	PXDN	0.56
CALML5	PXDNL	0.56
CALML5	RIPK3	0.484
CALML5	S100B	0.652
CALML5	SIRT1	0.428
CALML5	SLC6A3	0.563
CALML5	SNCA	0.937
CALML5	SNCAIP	0.482
CALML5	SRC	0.927
CALML5	SYN1	0.775
CALML5	SYP	0.608
CALML5	TAC1	0.791
CALML5	TH	0.439
CALML5	TLR4	0.408
CALML5	TNF	0.74
CALML5	TP53	0.7
CALML5	TXN	0.516
CALML5	UCHL1	0.487
CALML5	VDAC1	0.45
CALML5	XDH	0.416
CASP1	CASP3	0.709
CASP1	CASP8	0.999
CASP1	CASP9	0.712
CASP1	CCL2	0.707
CASP1	CD68	0.615
CASP1	CTSB	0.917
CASP1	CTSD	0.424
CASP1	CTSS	0.762
CASP1	CYBB	0.651
CASP1	CYCS	0.78
CASP1	DDIT3	0.46
CASP1	DNM1L	0.438
CASP1	EGFR	0.544
CASP1	EIF2AK3	0.451
CASP1	ERN1	0.505
CASP1	FADD	0.954
CASP1	FOS	0.74
CASP1	GAPDH	0.688
CASP1	GFAP	0.483
CASP1	GPX2	0.415
CASP1	GPX3	0.41
CASP1	GPX4	0.453
CASP1	GPX5	0.41
CASP1	GPX6	0.41
CASP1	GPX7	0.43
CASP1	GPX8	0.414
CASP1	GSK3B	0.403
CASP1	HIF1A	0.506
CASP1	HMGB1	0.687
CASP1	HMOX1	0.598
CASP1	HSP90AA1	0.409
CASP1	HSP90AB1	0.408
CASP1	HSPA4	0.418
CASP1	HSPA5	0.473
CASP1	HSPB3	0.681
CASP1	ICAM1	0.65
CASP1	IFNG	0.893
CASP1	IL10	0.724
CASP1	IL18	0.998
CASP1	IL1A	0.968
CASP1	IL1B	0.999
CASP1	IL4	0.616
CASP1	IL6	0.881
CASP1	INS	0.532
CASP1	JUN	0.592
CASP1	KEAP1	0.709
CASP1	LAMP1	0.401
CASP1	LGALS3	0.433
CASP1	MAP1LC3B	0.479
CASP1	MAP3K5	0.524
CASP1	MAPK3	0.69
CASP1	MAPK8	0.458
CASP1	MAPT	0.481
CASP1	MCL1	0.527
CASP1	MFN2	0.429
CASP1	MMP9	0.568
CASP1	MPO	0.581
CASP1	MRC1	0.474
CASP1	MTOR	0.453
CASP1	NFE2L2	0.644
CASP1	NFKB1	0.826
CASP1	NFKBIA	0.681
CASP1	NLRP3	0.999
CASP1	NOX4	0.464
CASP1	NQO1	0.433
CASP1	PINK1	0.447
CASP1	PPARA	0.406
CASP1	PPARG	0.518
CASP1	PRKN	0.41
CASP1	PSEN2	0.477
CASP1	PTEN	0.594
CASP1	PTGS2	0.631
CASP1	PXDN	0.628
CASP1	PXDNL	0.627
CASP1	PYCARD	0.999
CASP1	RIPK1	0.893
CASP1	RIPK3	0.925
CASP1	SCARB2	0.499
CASP1	SIRT1	0.544
CASP1	SNCA	0.449
CASP1	SOD1	0.419
CASP1	SOD2	0.452
CASP1	SOD2-2	0.418
CASP1	SQSTM1	0.451
CASP1	SRC	0.456
CASP1	STAT3	0.609
CASP1	TGFB1	0.57
CASP1	TLR2	0.809
CASP1	TLR4	0.916
CASP1	TNF	0.904
CASP1	TP53	0.876
CASP1	TRAF2	0.551
CASP1	TRAF6	0.628
CASP1	TXN	0.575
CASP1	XBP1	0.419
CASP1	XDH	0.452
CASP3	CASP8	0.999
CASP3	CASP9	0.999
CASP3	CCL2	0.654
CASP3	CD63	0.521
CASP3	CD68	0.632
CASP3	CDK5	0.691
CASP3	CHAT	0.432
CASP3	COX4I1	0.796
CASP3	CREB1	0.682
CASP3	CTNNB1	0.965
CASP3	CTSB	0.631
CASP3	CTSD	0.568
CASP3	CTSS	0.62
CASP3	CYBA	0.479
CASP3	CYBB	0.62
CASP3	CYCS	0.997
CASP3	DDIT3	0.734
CASP3	DLG4	0.678
CASP3	DNM1L	0.627
CASP3	EGFR	0.747
CASP3	EIF2AK3	0.776
CASP3	ERN1	0.714
CASP3	FADD	0.951
CASP3	FIS1	0.503
CASP3	FOS	0.749
CASP3	FOXO1	0.642
CASP3	FOXO3	0.776
CASP3	GAPDH	0.89
CASP3	GCLC	0.467
CASP3	GDNF	0.511
CASP3	GFAP	0.808
CASP3	GPX2	0.769
CASP3	GPX3	0.741
